work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Scientist,262000,USD,262000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,245000,USD,245000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,275300,USD,275300.0,US,100.0,US,M
2023,SE,FT,Data Scientist,183500,USD,183500.0,US,100.0,US,M
2023,SE,FT,Data Scientist,218500,USD,218500.0,US,100.0,US,M
2023,SE,FT,Data Scientist,199098,USD,199098.0,US,100.0,US,M
2023,SE,FT,Data Engineer,203300,USD,203300.0,US,100.0,US,M
2023,SE,FT,Data Engineer,123600,USD,123600.0,US,100.0,US,M
2023,SE,FT,Research Engineer,189110,USD,189110.0,US,0.0,US,M
2023,SE,FT,Research Engineer,139000,USD,139000.0,US,0.0,US,M
2023,EX,FT,Data Scientist,258750,USD,258750.0,US,0.0,US,M
2023,EX,FT,Data Scientist,185000,USD,185000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,231500,USD,231500.0,US,100.0,US,M
2023,SE,FT,Data Engineer,166000,USD,166000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,172500,USD,172500.0,US,100.0,US,M
2023,SE,FT,Data Scientist,110500,USD,110500.0,US,100.0,US,M
2023,SE,FT,Data Engineer,238000,USD,238000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,176000,USD,176000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,237000,USD,237000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,201450,USD,201450.0,US,100.0,US,M
2023,SE,FT,Applied Scientist,309400,USD,309400.0,US,0.0,US,L
2023,SE,FT,Applied Scientist,159100,USD,159100.0,US,0.0,US,L
2023,SE,FT,Data Engineer,115000,USD,115000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,81500,USD,81500.0,US,0.0,US,M
2023,SE,FT,Data Scientist,237000,USD,237000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,201450,USD,201450.0,US,100.0,US,M
2023,SE,FT,Computer Vision Engineer,280000,USD,280000.0,US,0.0,US,M
2023,SE,FT,Computer Vision Engineer,210000,USD,210000.0,US,0.0,US,M
2023,SE,FT,Data Architect,280100,USD,280100.0,US,100.0,US,M
2023,SE,FT,Data Architect,168100,USD,168100.0,US,100.0,US,M
2023,SE,FT,Data Engineer,193500,USD,193500.0,US,100.0,US,M
2023,SE,FT,Data Engineer,139000,USD,139000.0,US,100.0,US,M
2023,MI,FT,Data Scientist,510000,HKD,65062.0,HK,0.0,HK,L
2023,SE,FT,Machine Learning Engineer,150000,USD,150000.0,PT,100.0,US,M
2023,MI,FT,Applied Machine Learning Engineer,65000,EUR,69751.0,IN,100.0,DE,S
2022,EN,FT,AI Developer,300000,USD,300000.0,IN,50.0,IN,L
2023,MI,FT,Machine Learning Engineer,90000,EUR,96578.0,NL,100.0,NL,L
2023,SE,FT,Business Intelligence Engineer,185900,USD,185900.0,US,0.0,US,M
2023,SE,FT,Business Intelligence Engineer,129300,USD,129300.0,US,0.0,US,M
2023,SE,FT,Data Engineer,225000,USD,225000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,175000,USD,175000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,185000,USD,185000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,140000,USD,140000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,45000,EUR,48289.0,ES,0.0,ES,M
2023,SE,FT,Data Scientist,36000,EUR,38631.0,ES,0.0,ES,M
2023,SE,FT,Data Scientist,105000,USD,105000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,70000,USD,70000.0,US,0.0,US,M
2023,EN,FT,Machine Learning Engineer,163196,USD,163196.0,US,0.0,US,M
2023,EN,FT,Machine Learning Engineer,145885,USD,145885.0,US,0.0,US,M
2023,SE,FT,Data Engineer,217000,USD,217000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,185000,USD,185000.0,US,100.0,US,M
2023,SE,FT,Data Analyst,202800,USD,202800.0,US,0.0,US,L
2023,SE,FT,Data Analyst,104300,USD,104300.0,US,0.0,US,L
2023,SE,FT,Data Analyst,145000,USD,145000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,65000,USD,65000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,165000,USD,165000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,132300,USD,132300.0,US,0.0,US,M
2023,SE,FT,Data Engineer,179170,USD,179170.0,US,0.0,US,M
2023,SE,FT,Data Engineer,94300,USD,94300.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,152500,USD,152500.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,116450,USD,116450.0,US,0.0,US,M
2023,SE,FT,Data Engineer,247300,USD,247300.0,US,0.0,US,M
2023,SE,FT,Data Engineer,133800,USD,133800.0,US,0.0,US,M
2023,SE,FT,Research Engineer,203000,USD,203000.0,US,0.0,US,M
2023,SE,FT,Research Engineer,133000,USD,133000.0,US,0.0,US,M
2023,EN,FT,Research Scientist,220000,USD,220000.0,US,50.0,US,L
2022,EN,FT,Machine Learning Engineer,54000,CHF,56536.0,CH,100.0,CH,S
2023,SE,FT,Data Scientist,150000,USD,150000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,289800,USD,289800.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,214000,USD,214000.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,179820,USD,179820.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,143860,USD,143860.0,US,0.0,US,M
2023,SE,FT,Machine Learning Engineer,283200,USD,283200.0,US,100.0,US,M
2023,SE,FT,Machine Learning Engineer,188800,USD,188800.0,US,100.0,US,M
2023,SE,FT,Analytics Engineer,289800,USD,289800.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,214200,USD,214200.0,US,0.0,US,M
2023,SE,FT,Data Engineer,185900,USD,185900.0,US,0.0,US,M
2023,SE,FT,Data Engineer,129300,USD,129300.0,US,0.0,US,M
2023,SE,FT,Data Engineer,252000,USD,252000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,129000,USD,129000.0,US,0.0,US,M
2023,MI,FT,Data Analytics Manager,155000,USD,155000.0,US,0.0,US,M
2023,MI,FT,Data Analytics Manager,140000,USD,140000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,161800,USD,161800.0,US,100.0,US,M
2023,SE,FT,Data Engineer,141600,USD,141600.0,US,100.0,US,M
2023,SE,FT,Machine Learning Engineer,342300,USD,342300.0,US,0.0,US,L
2023,SE,FT,Machine Learning Engineer,176100,USD,176100.0,US,0.0,US,L
2023,MI,FT,Data Engineer,100000,USD,100000.0,US,100.0,US,M
2023,MI,FT,Data Engineer,70000,USD,70000.0,US,100.0,US,M
2023,EN,FT,Data Engineer,85000,USD,85000.0,US,0.0,US,M
2023,EN,FT,Data Engineer,65000,USD,65000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,138784,USD,138784.0,US,100.0,US,M
2023,SE,FT,Data Scientist,83270,USD,83270.0,US,100.0,US,M
2023,EN,FT,Data Analyst,75000,USD,75000.0,US,0.0,US,M
2023,EN,FT,Data Analyst,70000,USD,70000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,204500,USD,204500.0,US,0.0,US,M
2023,SE,FT,Data Analyst,138900,USD,138900.0,US,0.0,US,M
2023,SE,FT,Machine Learning Engineer,318300,USD,318300.0,US,100.0,US,M
2023,SE,FT,Machine Learning Engineer,212200,USD,212200.0,US,100.0,US,M
2023,SE,FT,Data Engineer,95000,USD,95000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,75000,USD,75000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,195000,USD,195000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,230000,USD,230000.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,143200,USD,143200.0,US,0.0,US,M
2023,MI,FT,Data Engineer,100000,USD,100000.0,US,100.0,US,M
2023,MI,FT,Data Engineer,70000,USD,70000.0,US,100.0,US,M
2023,MI,FT,Business Data Analyst,105000,USD,105000.0,US,50.0,US,L
2023,MI,FT,Applied Data Scientist,1700000,INR,20670.0,IN,100.0,IN,L
2023,MI,FT,Data Analyst,38000,GBP,46178.0,GB,0.0,GB,M
2023,MI,FT,Data Analyst,35000,GBP,42533.0,GB,0.0,GB,M
2023,SE,FT,Data Engineer,145000,USD,145000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,115000,USD,115000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,168400,USD,168400.0,US,0.0,US,M
2023,SE,FT,Data Analyst,105200,USD,105200.0,US,0.0,US,M
2023,SE,FT,Applied Scientist,309400,USD,309400.0,US,0.0,US,L
2023,SE,FT,Applied Scientist,159100,USD,159100.0,US,0.0,US,L
2023,SE,FT,Machine Learning Engineer,190000,USD,190000.0,US,0.0,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD,150000.0,US,0.0,US,M
2023,MI,FT,Data Engineer,162500,USD,162500.0,US,0.0,US,M
2023,MI,FT,Data Engineer,130000,USD,130000.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,150000,USD,150000.0,US,100.0,US,M
2023,SE,FT,Analytics Engineer,120000,USD,120000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,145000,USD,145000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,120000,USD,120000.0,US,0.0,US,M
2023,SE,FT,Applied Scientist,222200,USD,222200.0,US,0.0,US,L
2023,SE,FT,Applied Scientist,136000,USD,136000.0,US,0.0,US,L
2023,SE,FT,Data Analyst,45000,GBP,54685.0,CF,100.0,CF,M
2023,SE,FT,Data Analyst,35000,GBP,42533.0,CF,100.0,CF,M
2023,SE,FT,Data Engineer,241000,USD,241000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,155000,USD,155000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,220000,USD,220000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,190000,USD,190000.0,US,100.0,US,M
2023,MI,FT,Data Scientist,55000,GBP,66837.0,GB,0.0,GB,M
2023,MI,FT,Data Scientist,45000,GBP,54685.0,GB,0.0,GB,M
2020,EX,FT,Staff Data Analyst,15000,USD,15000.0,NG,0.0,CA,M
2023,MI,FT,ETL Engineer,70000,GBP,85066.0,GB,100.0,GB,M
2023,MI,FT,ETL Engineer,47500,GBP,57723.0,GB,100.0,GB,M
2023,EN,FT,Data Analyst,85000,USD,85000.0,US,100.0,US,M
2023,EN,FT,Data Analyst,75000,USD,75000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,160000,USD,160000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,140000,USD,140000.0,US,0.0,US,M
2023,MI,FT,Machine Learning Engineer,300000,USD,300000.0,US,0.0,US,M
2023,MI,FT,Machine Learning Engineer,250000,USD,250000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,228000,USD,228000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,186000,USD,186000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,190000,USD,190000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,170000,USD,170000.0,US,0.0,US,M
2023,MI,FT,Research Engineer,230000,USD,230000.0,US,0.0,US,M
2023,MI,FT,Research Engineer,200000,USD,200000.0,US,0.0,US,M
2023,SE,FT,Data Architect,180000,USD,180000.0,US,100.0,US,M
2023,SE,FT,Data Architect,115000,USD,115000.0,US,100.0,US,M
2023,SE,FT,Data Architect,200000,USD,200000.0,US,100.0,US,M
2023,SE,FT,Data Architect,115000,USD,115000.0,US,100.0,US,M
2023,SE,FT,Data DevOps Engineer,50000,EUR,53654.0,FR,50.0,FR,S
2023,EX,FT,Data Engineer,220000,USD,220000.0,US,0.0,US,M
2023,EX,FT,Data Engineer,205000,USD,205000.0,US,0.0,US,M
2023,MI,FT,Data Engineer,180000,USD,180000.0,US,0.0,US,M
2023,MI,FT,Data Engineer,130000,USD,130000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,200000,USD,200000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,150000,USD,150000.0,US,100.0,US,M
2023,SE,FT,Computer Vision Engineer,215000,USD,215000.0,US,0.0,US,M
2023,SE,FT,Computer Vision Engineer,170000,USD,170000.0,US,0.0,US,M
2023,SE,FT,Machine Learning Engineer,247500,USD,247500.0,US,0.0,US,M
2023,SE,FT,Machine Learning Engineer,172200,USD,172200.0,US,0.0,US,M
2023,SE,FT,Data Scientist,224000,USD,224000.0,CA,0.0,CA,M
2023,SE,FT,Data Scientist,176000,USD,176000.0,CA,0.0,CA,M
2023,SE,FT,Data Analyst,120000,USD,120000.0,US,100.0,US,M
2023,SE,FT,Data Analyst,75000,USD,75000.0,US,100.0,US,M
2023,EN,FT,Data Engineer,1400000,INR,17022.0,IN,100.0,IN,L
2023,SE,FT,Applied Data Scientist,100000,AUD,68318.0,AU,100.0,FI,M
2023,MI,FT,AI Developer,100000,SGD,75020.0,FI,0.0,FI,M
2023,SE,FT,Data Analyst,140000,USD,140000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,120000,USD,120000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,128000,USD,128000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,81500,USD,81500.0,US,0.0,US,M
2023,SE,FT,Data Engineer,145000,USD,145000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,115000,USD,115000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,185000,USD,185000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,140000,USD,140000.0,US,0.0,US,M
2023,EX,FT,Head of Data,329500,USD,329500.0,US,0.0,US,M
2023,EX,FT,Head of Data,269600,USD,269600.0,US,0.0,US,M
2023,SE,FT,Data Quality Analyst,100000,USD,100000.0,US,0.0,US,M
2023,SE,FT,Data Quality Analyst,80000,USD,80000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,250000,USD,250000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,162500,USD,162500.0,US,0.0,US,M
2023,MI,FT,AI Developer,200000,USD,200000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,145000,USD,145000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,100000,USD,100000.0,US,0.0,US,M
2023,EX,FT,Data Engineer,145000,USD,145000.0,US,0.0,US,M
2023,EX,FT,Data Engineer,115000,USD,115000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,203500,USD,203500.0,US,0.0,US,M
2023,SE,FT,Data Scientist,152000,USD,152000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,239000,USD,239000.0,US,0.0,US,L
2023,SE,FT,Data Scientist,122900,USD,122900.0,US,0.0,US,L
2023,SE,FT,Data Scientist,237000,USD,237000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,145000,USD,145000.0,US,0.0,US,M
2023,SE,FT,Data Science Manager,191765,USD,191765.0,US,0.0,US,M
2023,SE,FT,Data Science Manager,134236,USD,134236.0,US,0.0,US,M
2023,SE,FT,Analytics Engineer,190000,USD,190000.0,US,100.0,US,M
2023,SE,FT,Analytics Engineer,112000,USD,112000.0,US,100.0,US,M
2022,SE,FT,Data Scientist,84000,EUR,88256.0,ES,100.0,GB,L
2023,EN,FT,Data Engineer,85000,USD,85000.0,US,0.0,US,M
2023,EN,FT,Data Engineer,65000,USD,65000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,135000,USD,135000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,105500,USD,105500.0,US,0.0,US,M
2023,SE,FT,Research Engineer,293000,USD,293000.0,US,0.0,US,M
2023,SE,FT,Research Engineer,185000,USD,185000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,80000,USD,80000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,70000,USD,70000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,220000,USD,220000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,160000,USD,160000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,145000,USD,145000.0,US,100.0,US,M
2023,SE,FT,Data Analyst,200000,USD,200000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,148500,USD,148500.0,US,0.0,US,M
2023,SE,FT,Data Scientist,45000,EUR,48289.0,ES,0.0,ES,M
2023,SE,FT,Data Scientist,36000,EUR,38631.0,ES,0.0,ES,M
2023,SE,FT,Data Engineer,240500,USD,240500.0,US,0.0,US,L
2023,SE,FT,Data Engineer,123700,USD,123700.0,US,0.0,US,L
2023,SE,FT,Analytics Engineer,152900,USD,152900.0,US,100.0,US,M
2023,SE,FT,Analytics Engineer,117100,USD,117100.0,US,100.0,US,M
2023,SE,FT,Analytics Engineer,173000,USD,173000.0,US,100.0,US,M
2023,SE,FT,Analytics Engineer,113000,USD,113000.0,US,100.0,US,M
2023,SE,FT,Applied Scientist,260000,USD,260000.0,US,0.0,US,L
2023,SE,FT,Applied Scientist,136000,USD,136000.0,US,0.0,US,L
2023,EX,FT,Data Engineer,175000,USD,175000.0,US,0.0,US,M
2023,EX,FT,Data Engineer,110000,USD,110000.0,US,0.0,US,M
2023,SE,FT,Applied Scientist,260000,USD,260000.0,US,0.0,US,L
2023,SE,FT,Applied Scientist,136000,USD,136000.0,US,0.0,US,L
2023,SE,FT,Research Scientist,130000,USD,130000.0,US,100.0,US,M
2023,SE,FT,Research Scientist,110000,USD,110000.0,US,100.0,US,M
2023,SE,FT,Applied Scientist,205000,USD,205000.0,US,100.0,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000.0,US,100.0,US,M
2023,SE,FT,Data Analyst,149500,USD,149500.0,US,100.0,US,M
2023,SE,FT,Data Analyst,127075,USD,127075.0,US,100.0,US,M
2023,SE,FT,Data Scientist,195000,USD,195000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,219535,USD,219535.0,US,100.0,US,M
2023,SE,FT,Data Engineer,146115,USD,146115.0,US,100.0,US,M
2023,SE,FT,Data Scientist,170000,USD,170000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,135000,USD,135000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,145000,USD,145000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,199000,USD,199000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,162000,USD,162000.0,US,0.0,US,M
2023,SE,FT,Applied Scientist,222200,USD,222200.0,US,0.0,US,L
2023,SE,FT,Applied Scientist,136000,USD,136000.0,US,0.0,US,L
2023,EX,FT,Analytics Engineer,221000,USD,221000.0,US,100.0,US,M
2023,EX,FT,Analytics Engineer,153000,USD,153000.0,US,100.0,US,M
2023,SE,FT,Data Analyst,187000,USD,187000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,128000,USD,128000.0,US,0.0,US,M
2023,SE,FT,Research Scientist,210000,USD,210000.0,US,0.0,US,M
2023,SE,FT,Research Scientist,136000,USD,136000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,175000,USD,175000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,100000,USD,100000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,179000,USD,179000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,109000,USD,109000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,245000,USD,245000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,180000,USD,180000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,142000,USD,142000.0,US,100.0,US,M
2023,SE,FT,Data Analyst,75000,USD,75000.0,US,100.0,US,M
2023,SE,FT,Data Manager,198800,USD,198800.0,US,0.0,US,M
2023,SE,FT,Data Manager,105200,USD,105200.0,US,0.0,US,M
2023,SE,FT,Data Analyst,125000,USD,125000.0,US,100.0,US,M
2023,SE,FT,Data Analyst,112000,USD,112000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,210000,USD,210000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,155000,USD,155000.0,US,0.0,US,M
2023,SE,FT,Data Manager,115000,USD,115000.0,US,100.0,US,M
2023,SE,FT,Data Manager,86000,USD,86000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,165000,USD,165000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,139000,USD,139000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,106000,USD,106000.0,US,0.0,US,M
2023,EN,FT,Data Analyst,55000,CAD,40663.0,CA,0.0,CA,L
2022,SE,FT,AI Developer,275000,USD,275000.0,CA,0.0,CA,S
2023,SE,FL,Machine Learning Researcher,50000,USD,50000.0,UA,50.0,UA,S
2023,MI,FT,Machine Learning Engineer,280700,USD,280700.0,US,100.0,US,M
2023,MI,FT,Machine Learning Engineer,150450,USD,150450.0,US,100.0,US,M
2023,EN,FT,Data Scientist,70000,CAD,51753.0,CA,100.0,CA,L
2023,SE,FT,Data Architect,250500,USD,250500.0,US,0.0,US,M
2023,SE,FT,Data Architect,159500,USD,159500.0,US,0.0,US,M
2023,SE,FT,Data Engineer,145000,USD,145000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,115000,USD,115000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,140000,USD,140000.0,US,0.0,US,M
2023,SE,FT,Data Analyst,120000,USD,120000.0,US,0.0,US,M
2023,EN,FT,Data Scientist,130001,USD,130001.0,US,100.0,US,M
2023,EN,FT,Data Scientist,71907,USD,71907.0,US,100.0,US,M
2023,MI,FT,Data Scientist,93918,USD,93918.0,US,100.0,US,M
2023,MI,FT,Data Scientist,51962,USD,51962.0,US,100.0,US,M
2023,SE,FT,Data Analyst,175000,USD,175000.0,CA,100.0,CA,M
2023,SE,FT,Data Analyst,135000,USD,135000.0,CA,100.0,CA,M
2023,EN,FT,Data Engineer,85000,USD,85000.0,US,0.0,US,M
2023,EN,FT,Data Engineer,65000,USD,65000.0,US,0.0,US,M
2023,SE,FT,Machine Learning Engineer,257000,USD,257000.0,US,0.0,US,M
2023,SE,FT,Machine Learning Engineer,147000,USD,147000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,222000,USD,222000.0,US,100.0,US,M
2023,SE,FT,Data Engineer,175000,USD,175000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,203000,USD,203000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,133200,USD,133200.0,US,100.0,US,M
2023,EN,FT,Applied Scientist,213660,USD,213660.0,US,0.0,US,L
2023,EN,FT,Applied Scientist,130760,USD,130760.0,US,0.0,US,L
2023,SE,FT,Data Engineer,221000,USD,221000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,147000,USD,147000.0,US,0.0,US,M
2023,SE,FT,Data Quality Analyst,100000,USD,100000.0,US,0.0,US,M
2023,SE,FT,Data Quality Analyst,80000,USD,80000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,185900,USD,185900.0,US,0.0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300.0,US,0.0,US,M
2023,SE,FT,Data Scientist,238000,USD,238000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,156000,USD,156000.0,US,100.0,US,M
2023,SE,FT,Machine Learning Engineer,304000,USD,304000.0,US,100.0,US,M
2023,SE,FT,Machine Learning Engineer,199000,USD,199000.0,US,100.0,US,M
2023,MI,FT,Big Data Engineer,45000,EUR,48289.0,ES,100.0,ES,M
2023,SE,FT,Data Engineer,150000,USD,150000.0,US,0.0,US,M
2023,SE,FT,Data Engineer,130000,USD,130000.0,US,0.0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000.0,US,100.0,US,M
2023,SE,FT,Data Scientist,110000,USD,110000.0,US,100.0,US,M
